        FltTime          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL         Long/E          Lat/N
         1889.0         245.85         -58.66          50.19           51.3            241        10321.2   072°27.496'W    45°52.428'N
         1890.0         245.68         -58.71          49.97           51.3            241        10325.6   072°27.462'W    45°52.441'N
         1891.0         245.51         -58.75          49.94           51.4            241        10330.0   072°27.427'W    45°52.454'N
         1892.0         245.33         -58.79          49.72           51.4            241        10334.4   072°27.392'W    45°52.468'N
         1893.0         245.17         -58.84          50.51           51.4            241        10338.6   072°27.357'W    45°52.482'N
         1894.0         245.00         -58.88          50.50           51.5            241        10343.0   072°27.321'W    45°52.495'N
         1895.0         244.82         -58.92          50.28           51.6            241        10347.6   072°27.286'W    45°52.509'N
         1896.0         244.63         -58.96          49.24           51.7            241        10352.3   072°27.251'W    45°52.522'N
         1897.0         244.46         -59.01          49.22           51.7            241        10356.9   072°27.216'W    45°52.535'N
         1898.0         244.27         -59.05          50.02           51.8            241        10361.7   072°27.183'W    45°52.548'N
         1899.0         244.08         -59.09          48.97           51.8            241        10366.5   072°27.148'W    45°52.561'N
         1900.0         243.90         -59.13          49.37           51.8            241        10371.1   072°27.113'W    45°52.574'N
         1901.0         243.73         -59.17          50.17           51.8            241        10375.7   072°27.078'W    45°52.587'N
         1902.0         243.55         -59.21          50.11           51.8            241        10380.3   072°27.042'W    45°52.601'N
         1903.0         243.37         -59.26          49.43           51.8            241        10384.8   072°27.007'W    45°52.615'N
         1904.0         243.20         -59.29          50.24           51.8            241        10389.2   072°26.971'W    45°52.629'N
         1905.0         243.02         -59.33          50.17           51.8            241        10393.8   072°26.936'W    45°52.642'N
         1906.0         242.84         -59.36          50.02           51.9            241        10398.4   072°26.900'W    45°52.656'N
         1907.0         242.66         -59.40          50.84           51.9            241        10403.0   072°26.865'W    45°52.669'N
         1908.0         242.49         -59.45          49.80           52.0            241        10407.6   072°26.830'W    45°52.683'N
         1909.0         242.30         -59.49          49.73           52.0            241        10412.4   072°26.795'W    45°52.696'N
